sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,created_department,electricity_grid,parent_sr_number,TIME_TO_CLOSE
SR23-01820164,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-20 10:03:56,2023-10-20T10:32:33.000,2023-10-20 10:03:56,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01892241,Vicious Animal Complaint,EAF,Animal Care and Control,Completed,Mobile Device,2023-10-31 15:33:08,2023-11-02T08:39:58.000,2023-11-02 08:39:58,2625 W 63RD ST,,,,2625,W,63RD,ST,False,False,66,16,2,08,0825,22,15,3,10,1159854.140771919,1862709.147316468,41.778990001,-87.6895155,"{'latitude': '41.77899000094008', 'longitude': '-87.68951550000189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J037,,41.11388888888889
SR23-01780157,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Mobile Device,2023-10-15 18:37:02,2023-10-17T12:54:29.000,2023-10-17 12:54:29,1513 W 69TH ST,,,,1513,W,69TH,ST,False,False,67,17,3,07,0734,29,18,1,10,1167366.487397962,1858899.793277246,41.768379001,-87.6620835,"{'latitude': '41.76837900094007', 'longitude': '-87.66208350000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,M038,,42.29083333333333
SR23-01880385,Check for Leak,WM3,DWM - Department of Water Management,Completed,Phone Call,2023-10-30 06:16:02,2023-10-31T11:12:45.000,2023-10-31 11:12:45,6459 N OKETO AVE,Chicago,Illinois,,6459,N,OKETO,AVE,True,False,9,41,1,16,1612,7,6,2,10,1125662.670081135,1942526.069700854,41.998653616,-87.813093254,"{'latitude': '41.99865361626148', 'longitude': '-87.81309325448824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,X106,SR23-01880200,28.94527777777778
SR23-01882229,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-30 10:33:56,2023-10-30T11:31:26.000,2023-10-30 10:33:56,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01818602,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-20 07:09:19,2023-10-20T07:31:42.000,2023-10-20 07:09:19,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,7,6,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01827439,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-21 13:31:35,2023-10-21T14:31:02.000,2023-10-21 13:31:36,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01877777,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-29 11:26:34,2023-10-29T11:31:29.000,2023-10-29 11:26:35,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01783970,Tree Planting Request,SED,Streets and Sanitation,Open,Phone Call,2023-10-16 10:54:21,2023-10-16T10:54:26.000,,900 W EASTWOOD AVE,Chicago,Illinois,60640,900,W,EASTWOOD,AVE,False,False,3,46,1,19,1914,32,10,2,10,1169424.07686367,1931179.538094057,41.966676001,-87.65244,"{'latitude': '41.966676000940765', 'longitude': '-87.6524400000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Health,N011,,
SR23-01901139,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-02 07:37:44,2023-11-02T08:31:41.000,2023-11-02 07:37:45,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,53,21,2,05,0524,51,7,5,11,1168121.689960407,1824170.38747076,41.673060001,-87.6603105,"{'latitude': '41.67306000093969', 'longitude': '-87.66031050000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,M051,,0.0002777777777777778
SR23-01814070,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Internet,2023-10-19 14:08:16,2023-10-23T07:25:44.000,2023-10-23 07:25:44,801 W 31ST ST,Chicago,Illinois,60608,801,W,31ST,ST,False,False,60,11,1,09,0913,5,14,5,10,1171454.040650111,1884294.501901031,41.837976251,-87.646356675,"{'latitude': '41.83797625106938', 'longitude': '-87.64635667488572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N029,,89.2911111111111
SR23-01754401,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-11 13:01:53,2023-10-11T13:31:18.000,2023-10-11 13:01:53,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01918864,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-04 21:19:03,2023-11-04T21:30:43.000,2023-11-04 21:19:03,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,21,7,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01761409,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-10-12 12:06:34,2023-10-12T12:06:38.000,2023-10-12 12:06:38,5954 W DAKIN ST,Chicago,Illinois,60634,5954,W,DAKIN,ST,False,False,15,38,3,16,1633,39,12,5,10,1135738.654765765,1925701.682520766,41.952312001,-87.7764285,"{'latitude': '41.95231200094068', 'longitude': '-87.77642850000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,B013,,0.0011111111111111111
SR23-01831995,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-22 15:16:18,2023-10-22T15:30:41.000,2023-10-22 15:16:19,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01780762,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-15 21:41:48,2023-10-15T22:30:55.000,2023-10-15 21:41:48,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,67,17,3,07,0735,40,21,1,10,1166965.5467928,1855647.07449595,41.759461681,-87.663645968,"{'latitude': '41.759461681456536', 'longitude': '-87.66364596802651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,L039,,0.0
SR23-01917105,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-04 13:02:48,2023-11-04T13:31:43.000,2023-11-04 13:02:49,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,7,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01944585,Building Violation,BBA,DOB - Buildings,Open,Internet,2023-11-08 16:11:15,2023-11-08T16:11:16.000,,2453 N OAK PARK AVE,Chicago,Illinois,60707,2453,N,OAK PARK,AVE,True,False,18,36,1,25,2512,3,16,4,11,1130740.352522849,1915791.150934604,41.925204001,-87.7950315,"{'latitude': '41.92520400094062', 'longitude': '-87.79503150000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Z116,SR23-01788125,
SR23-01917681,Check for Leak,WM3,DWM - Department of Water Management,Completed,Phone Call,2023-11-04 14:44:41,2023-11-21T13:07:33.000,2023-11-21 13:07:33,3604 W OGDEN AVE,Chicago,Illinois,60623,3604,W,OGDEN,AVE,False,False,29,24,1,10,1014,3,14,7,11,1152495.379283221,1890231.08930099,41.854662001,-87.7157685,"{'latitude': '41.85466200094033', 'longitude': '-87.7157685000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,G026,,406.3811111111111
SR23-01792054,Abandoned Vehicle Complaint,SKA,Streets and Sanitation,Completed,Phone Call,2023-10-17 10:12:21,2023-10-23T11:18:54.000,2023-10-23 11:18:54,3328 N SPRINGFIELD AVE,Chicago,Illinois,60618,3328,N,SPRINGFIELD,AVE,False,False,21,30,3,17,1732,8,10,3,10,1149716.59277659,1921972.468516228,41.941818001,-87.725142,"{'latitude': '41.941818000940664', 'longitude': '-87.7251420000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,G014,,145.10916666666665
SR23-01691005,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-02 06:49:15,2023-10-02T07:30:59.000,2023-10-02 06:49:15,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,6,2,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01730306,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Internet,2023-10-07 11:45:35,2023-11-28T11:00:09.000,2023-11-28 11:00:09,5558 S CICERO AVE,Chicago,Illinois,60638,5558,S,CICERO,AVE,True,False,56,13,1,08,0813,8,11,7,10,1145610.446842591,1867145.941176251,41.791446067,-87.741622927,"{'latitude': '41.79144606718416', 'longitude': '-87.74162292698053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E035,SR23-01603969,1247.2427777777777
SR23-01831027,Garbage Cart Maintenance,SIE,Streets and Sanitation,Completed,Internet,2023-10-22 11:32:37,2023-11-09T12:11:54.000,2023-11-09 12:11:54,4142 W POTOMAC AVE,Chicago,Illinois,60651,4142,W,POTOMAC,AVE,False,False,23,37,3,25,2534,12,11,1,10,1148340.314127796,1908404.167810694,41.904612001,-87.730551,"{'latitude': '41.904612000940546', 'longitude': '-87.7305510000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,F019,,432.65472222222223
SR23-01882564,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-30 11:09:31,2023-10-30T11:31:53.000,2023-10-30 11:09:31,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01777504,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-15 08:54:04,2023-10-15T09:31:41.000,2023-10-15 08:54:04,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01777157,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-15 07:43:22,2023-10-15T08:31:20.000,2023-10-15 07:43:22,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,7,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01922518,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-05 17:45:44,2023-11-05T18:30:56.000,2023-11-05 17:45:44,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,17,1,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01878202,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-29 13:44:10,2023-10-29T14:31:12.000,2023-10-29 13:44:11,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,13,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0002777777777777778
SR23-01871173,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-27 17:54:59,2023-10-27T18:31:20.000,2023-10-27 17:54:59,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,17,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01876023,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-28 21:48:20,2023-10-28T22:30:53.000,2023-10-28 21:48:21,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,21,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01686853,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-01 08:10:29,2023-10-01T08:31:37.000,2023-10-01 08:10:29,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01940816,Sanitation Code Violation,SCB,Streets and Sanitation,Completed,Phone Call,2023-11-08 11:29:07,2023-11-29T10:18:54.000,2023-11-29 10:18:54,7827 S CRANDON AVE,Chicago,Illinois,60649,7827,S,CRANDON,AVE,False,False,43,7,1,04,0414,15,11,4,11,1192992.954050029,1853403.672210211,41.752710001,-87.5683305,"{'latitude': '41.75271000093999', 'longitude': '-87.5683305000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,V040,,502.82972222222224
SR23-01770919,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-13 16:30:45,2023-10-13T17:30:58.000,2023-10-13 16:30:46,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,16,6,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0002777777777777778
SR23-01825046,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-20 22:39:36,2023-10-20T23:30:38.000,2023-10-20 22:39:36,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,22,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01769757,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-13 14:06:49,2023-10-13T14:32:30.000,2023-10-13 14:06:49,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01908792,Abandoned Vehicle Complaint,SKA,Streets and Sanitation,Completed,Phone Call,2023-11-03 08:04:33,2023-11-27T13:47:31.000,2023-11-27 13:47:30,1657 N MONTICELLO AVE,Chicago,Illinois,60647,1657,N,MONTICELLO,AVE,False,False,23,26,3,25,2535,11,8,6,11,1151848.532019648,1911010.262765236,41.911695001,-87.7175955,"{'latitude': '41.91169500094057', 'longitude': '-87.71759550000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,G018,,581.7158333333333
SR23-01832008,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-22 15:19:52,2023-10-22T15:30:41.000,2023-10-22 15:19:52,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01784316,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-16 11:22:01,2023-10-16T11:31:47.000,2023-10-16 11:22:01,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01920334,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-05 09:43:09,2023-11-05T10:30:58.000,2023-11-05 09:43:10,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,9,1,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0002777777777777778
SR23-01841394,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24 07:22:48,2023-10-24T07:31:26.000,2023-10-24 07:22:49,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,7,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01759695,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-12 09:32:16,2023-10-12T10:30:41.000,2023-10-12 09:32:16,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,9,5,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01855385,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Internet,2023-10-25 17:31:01,2023-11-08T12:30:42.000,2023-11-08 12:30:42,4951 N CENTRAL PARK AVE,Chicago,Illinois,60625,4951,N,CENTRAL PARK,AVE,False,False,14,33,1,17,1712,7,17,4,10,1151561.759991806,1932874.563827035,41.971698001,-87.7180725,"{'latitude': '41.97169800094076', 'longitude': '-87.7180725000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,H010,,330.9947222222222
SR23-01774761,Water On Street Complaint,AAE,DWM - Department of Water Management,Completed,Mobile Device,2023-10-14 14:47:58,2023-10-15T15:21:43.000,2023-10-15 15:21:43,2859 N SAWYER AVE,,,,2859,N,SAWYER,AVE,False,False,21,35,1,14,1412,5,14,7,10,1154298.404120738,1919073.291148971,41.933772001,-87.7083795,"{'latitude': '41.93377200094063', 'longitude': '-87.70837950000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,H015,,24.5625
SR23-01747294,Street Light Out Complaint,SFD,CDOT - Department of Transportation,Completed,Phone Call,2023-10-10 13:46:09,2023-10-16T05:55:12.000,2023-10-16 05:55:12,3000 W 111TH ST,Chicago,Illinois,60655,3000,W,111TH,ST,False,False,75,19,1,22,2212,32,13,3,10,1159058.550099353,1830217.905008379,41.689845001,-87.693318,"{'latitude': '41.68984500093975', 'longitude': '-87.6933180000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,I049,,136.15083333333334
SR23-01739522,E-Scooter Parking Complaint,ESPC,Outside Agencies,Completed,Phone Call,2023-10-09 12:28:54,2023-10-09T13:03:02.000,2023-10-09 13:03:02,9905 S CARPENTER ST,Chicago,Illinois,,9905,S,CARPENTER,ST,False,False,73,21,3,22,2232,44,12,2,10,1171064.55959213,1839110.360850281,41.713994096,-87.649105032,"{'latitude': '41.71399409619297', 'longitude': '-87.64910503155662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,N046,,0.5688888888888889
SR23-01753953,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-11 12:20:18,2023-10-11T12:52:44.000,2023-10-11 12:20:19,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,12,4,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0002777777777777778
SR23-01924895,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-06 09:04:03,2023-11-06T09:30:38.000,2023-11-06 09:04:04,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,2,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01701616,Tree Debris Clean-Up Request,SEL,Streets and Sanitation,Completed,Internet,2023-10-03 10:54:07,2023-10-06T12:00:04.000,2023-10-06 12:00:04,3236 W WARNER AVE,Chicago,Illinois,60618,3236,W,WARNER,AVE,False,False,16,33,2,17,1724,17,10,3,10,1153898.048195311,1927479.776044423,41.956848001,-87.709626,"{'latitude': '41.9568480009407', 'longitude': '-87.70962600000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,H012,,73.09916666666666
SR23-01933360,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Alderman's Office,2023-11-07 11:03:55,2023-11-08T13:02:33.000,2023-11-08 13:02:33,3501 N CENTRAL AVE,Chicago,Illinois,60641,3501,N,CENTRAL,AVE,False,False,15,30,3,16,1633,20,11,3,11,1138496.50373216,1922758.138324112,41.944185001,-87.766362,"{'latitude': '41.944185000940664', 'longitude': '-87.7663620000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Alderman,C014,,25.977222222222224
SR23-01717367,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-05 12:10:38,2023-10-05T12:31:43.000,2023-10-05 12:10:38,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01792097,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-17 10:15:03,2023-10-17T10:31:08.000,2023-10-17 10:15:03,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01806987,Blue Recycling Cart,SRRC,Streets and Sanitation,Completed,Mobile Device,2023-10-18 21:28:52,2023-11-16T08:53:19.000,2023-11-16 08:53:19,3650 N PAGE AVE,,,,3650,N,PAGE,AVE,False,False,17,38,3,16,1631,17,21,4,10,1121677.789373887,1923522.085982918,41.946570001,-87.828165,"{'latitude': '41.94657000094068', 'longitude': '-87.82816500000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,V113,,683.4075
SR23-01737277,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-09 07:43:13,2023-10-09T08:31:59.000,2023-10-09 07:43:13,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,7,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
