,sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,created_department,electricity_grid,parent_sr_number,TIME_TO_CLOSE
108669,SR23-01830505,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-22 09:55:56,2023-10-22T10:31:19.000,2023-10-22 09:55:56,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
69839,SR23-01775703,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-14 18:48:09,2023-10-14T19:31:02.000,2023-10-14 18:48:10,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,18,7,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0002777777777777778
43650,SR23-01741532,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-09 17:35:42,2023-10-09T18:31:10.000,2023-10-09 17:35:42,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,17,2,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
156435,SR23-01889230,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-31 10:41:47,2023-10-31T11:31:25.000,2023-10-31 10:41:48,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
25964,SR23-01719842,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-05 16:25:47,2023-10-05T16:30:45.000,2023-10-05 16:25:48,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,16,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
22726,SR23-01715483,Water On Street Complaint,AAE,DWM - Department of Water Management,Completed,Phone Call,2023-10-05 08:49:06,2023-10-05T12:19:12.000,2023-10-05 12:19:12,5201 N WASHTENAW AVE,Chicago,Illinois,,5201,N,WASHTENAW,AVE,False,False,4,40,3,20,2031,14,8,5,10,1157419.620018549,1934428.666932443,41.975845079,-87.696489778,"{'latitude': '41.97584507879508', 'longitude': '-87.69648977848895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,J010,,3.5016666666666665
11615,SR23-01700559,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-03 09:21:34,2023-10-03T09:31:12.000,2023-10-03 09:21:35,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
24351,SR23-01717688,Yard Waste Pick-Up Request,SCQ,Streets and Sanitation,Completed,Mobile Device,2023-10-05 12:42:23,2023-10-05T13:22:55.000,2023-10-05 13:22:55,5618 N MENARD AVE,,,,5618,N,MENARD,AVE,False,False,11,45,2,16,1622,41,12,5,10,1136480.700123529,1937093.885543486,41.983560001,-87.773427,"{'latitude': '41.98356000094081', 'longitude': '-87.77342700000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,B007,,0.6755555555555556
167127,SR23-01903215,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-02 11:14:00,2023-11-02T11:32:41.000,2023-11-02 11:14:00,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,5,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
193618,SR23-01936065,Garbage Cart Maintenance,SIE,Streets and Sanitation,Open,Phone Call,2023-11-07 15:33:27,2023-11-07T15:33:29.000,,823 N HOYNE AVE,Chicago,Illinois,60622,823,N,HOYNE,AVE,False,False,24,36,1,12,1212,21,15,3,11,1162317.656373972,1905587.553801226,41.896602001,-87.679287,"{'latitude': '41.89660200094052', 'longitude': '-87.67928700000193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K020,,
32901,SR23-01728667,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-07 00:45:59,2023-10-07T01:30:51.000,2023-10-07 00:45:59,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,34,1,12,1214,36,0,7,10,1170997.182758384,1902085.103338863,41.886805063,-87.647511596,"{'latitude': '41.88680506271134', 'longitude': '-87.64751159560254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,N022,,0.0
102300,SR23-01823138,Street Light Out Complaint,SFD,CDOT - Department of Transportation,Completed,Phone Call,2023-10-20 14:51:38,2023-10-21T12:12:17.000,2023-10-21 12:12:17,12451 S LOWE AVE,Chicago,Illinois,60628,12451,S,LOWE,AVE,True,False,53,9,2,05,0523,26,14,6,10,1174327.555684512,1822110.836571471,41.667273001,-87.6376575,"{'latitude': '41.66727300093969', 'longitude': '-87.63765750000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,O052,SR23-01801669,21.344166666666666
170253,SR23-01907156,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-02 18:59:23,2023-11-02T19:31:17.000,2023-11-02 18:59:23,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,18,5,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
151470,SR23-01882609,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-30 11:13:43,2023-10-30T11:31:53.000,2023-10-30 11:13:44,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
8412,SR23-01696835,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-02 16:05:10,2023-10-02T16:30:41.000,2023-10-02 16:05:10,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,16,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
139365,SR23-01868353,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-27 12:29:32,2023-10-27T12:32:45.000,2023-10-27 12:29:33,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,12,6,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0002777777777777778
106320,SR23-01827892,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-21 15:13:58,2023-10-21T15:30:55.000,2023-10-21 15:13:59,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
147702,SR23-01878021,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-29 12:46:18,2023-10-29T13:30:59.000,2023-10-29 12:46:18,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
24773,SR23-01718222,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-05 13:28:45,2023-10-05T13:30:52.000,2023-10-05 13:28:45,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
154452,SR23-01886601,Sign Repair Request - All Other Signs,PCE,CDOT - Department of Transportation,Open,Internet,2023-10-30 20:59:13,2023-11-02T13:51:54.000,,100 N KEDZIE AVE,Chicago,Illinois,60624,100,N,KEDZIE,AVE,False,False,27,28,2,11,1123,20,20,2,10,1154935.298120148,1900619.350979501,41.883120001,-87.7065345,"{'latitude': '41.883120000940444', 'longitude': '-87.70653450000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,H022,,
167485,SR23-01903680,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-02 11:54:13,2023-11-02T12:31:43.000,2023-11-02 11:54:13,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,5,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
129673,SR23-01856390,Nuisance Animal Complaint,EAB,Animal Care and Control,Completed,Internet,2023-10-25 23:36:34,2023-11-10T08:33:49.000,2023-11-10 08:33:49,10644 S EMERALD AVE,Chicago,Illinois,60628,10644,S,EMERALD,AVE,False,False,49,21,3,22,2233,20,23,4,10,1173125.964539499,1834091.721277562,41.700177001,-87.641703,"{'latitude': '41.70017700093981', 'longitude': '-87.64170300000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,O047,,368.95416666666665
141574,SR23-01871171,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-27 17:54:44,2023-10-27T18:31:20.000,2023-10-27 17:54:44,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,17,6,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
66042,SR23-01771280,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-13 17:44:23,2023-10-13T18:30:42.000,2023-10-13 17:44:24,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,17,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
107936,SR23-01829726,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-22 06:35:51,2023-10-22T07:30:39.000,2023-10-22 06:35:51,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,6,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
71119,SR23-01777255,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-15 08:04:21,2023-10-15T08:30:39.000,2023-10-15 08:04:21,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
129555,SR23-01856254,Tree Removal Request,SEE,Streets and Sanitation,Open,Internet,2023-10-25 22:11:29,2023-10-25T22:11:32.000,,4722 W 87TH ST,Chicago,Illinois,60652,4722,W,87TH,ST,True,False,70,18,3,08,0834,28,22,4,10,1146355.884689786,1846528.464185351,41.734854001,-87.7394115,"{'latitude': '41.73485400093995', 'longitude': '-87.73941150000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E042,SR23-00852352,
135280,SR23-01863447,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-26 18:09:43,2023-10-26T18:31:45.000,2023-10-26 18:09:43,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,18,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
97710,SR23-01817130,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-19 18:53:53,2023-10-19T19:31:11.000,2023-10-19 18:53:53,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,18,5,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
32118,SR23-01727668,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-06 17:10:18,2023-10-06T17:31:16.000,2023-10-06 17:10:18,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,17,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
155060,SR23-01887431,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-31 07:31:51,2023-10-31T08:31:09.000,2023-10-31 07:31:51,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,7,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
200106,SR23-01945180,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-08 17:54:52,2023-11-08T18:31:04.000,2023-11-08 17:54:53,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,17,4,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0002777777777777778
193573,SR23-01936010,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-07 15:28:08,2023-11-07T15:32:14.000,2023-11-07 15:28:08,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,3,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
163880,SR23-01899136,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-01 16:10:42,2023-11-01T16:30:42.000,2023-11-01 16:10:42,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,16,4,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
145583,SR23-01875712,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-28 19:45:44,2023-10-28T20:30:45.000,2023-10-28 19:45:44,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,19,7,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
100914,SR23-01821347,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-20 11:58:39,2023-10-20T12:31:39.000,2023-10-20 11:58:39,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
157920,SR23-01891245,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-31 13:47:51,2023-10-31T14:31:34.000,2023-10-31 13:47:52,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
15738,SR23-01706118,Garbage Cart Maintenance,SIE,Streets and Sanitation,Completed,Phone Call,2023-10-03 21:52:15,2023-10-25T12:22:59.000,2023-10-25 12:22:59,7304 S SACRAMENTO AVE,Chicago,Illinois,60629,7304,S,SACRAMENTO,AVE,False,False,66,18,3,08,0835,42,21,3,10,1157570.530635063,1855968.76827503,41.760540001,-87.69807,"{'latitude': '41.760540000940026', 'longitude': '-87.69807000000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,I039,,518.5122222222222
112708,SR23-01835086,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-23 09:30:40,2023-10-23T10:30:41.000,2023-10-23 09:30:40,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,9,2,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
104021,SR23-01825234,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-21 00:52:38,2023-10-21T01:30:39.000,2023-10-21 00:52:38,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,0,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
142336,SR23-01872011,Alley Light Out Complaint,SFA,CDOT - Department of Transportation,Completed,Phone Call,2023-10-27 23:35:21,2023-10-30T14:45:19.000,2023-10-30 14:45:19,6047 S CAMPBELL AVE,Chicago,Illinois,60629,6047,S,CAMPBELL,AVE,True,False,66,16,2,08,0825,19,23,6,10,1160822.87410709,1864303.803733817,41.783346001,-87.68592,"{'latitude': '41.78334600094011', 'longitude': '-87.68592000000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,J036,SR23-01840245,63.166111111111114
88363,SR23-01800227,Stray Animal Complaint,EAE,Animal Care and Control,Completed,Phone Call,2023-10-18 10:02:50,2023-10-22T18:58:47.000,2023-10-22 18:58:47,1708 W 103RD ST,Chicago,Illinois,60643,1708,W,103RD,ST,False,False,72,19,1,22,2213,38,10,4,10,1166704.326935186,1836504.073941487,41.706936001,-87.665148,"{'latitude': '41.706936000939834', 'longitude': '-87.66514800000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,L046,,104.9325
21196,SR23-01713576,Abandoned Vehicle Complaint,SKA,Streets and Sanitation,Completed,Internet,2023-10-04 19:42:11,2023-10-21T04:12:02.000,2023-10-21 04:12:01,6238 S MENARD AVE,Chicago,Illinois,60638,6238,S,MENARD,AVE,False,False,64,13,1,08,0812,1,19,4,10,1138750.019808049,1862436.010973888,41.778648001,-87.766893,"{'latitude': '41.778648000940095', 'longitude': '-87.76689300000193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,B036,,392.4972222222222
52457,SR23-01753291,Blue Recycling Cart,SRRC,Streets and Sanitation,Completed,Internet,2023-10-11 11:14:48,2023-11-16T09:39:23.000,2023-11-16 09:39:23,3918 W 63RD ST,Chicago,Illinois,60629,3918,W,63RD,ST,False,False,65,23,2,08,0823,30,11,4,10,1151237.940770339,1862636.382422182,41.778963001,-87.7211055,"{'latitude': '41.77896300094007', 'longitude': '-87.72110550000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,G036,,862.4097222222222
35820,SR23-01732204,Blue Recycling Cart,SRRC,Streets and Sanitation,Completed,Mobile Device,2023-10-07 19:54:01,2023-11-17T08:35:14.000,2023-11-17 08:35:14,5342 N CHRISTIANA AVE,,,,5342,N,CHRISTIANA,AVE,False,False,13,39,1,17,1712,30,19,7,10,1153000.471638109,1935469.432789228,41.978790001,-87.712713,"{'latitude': '41.97879000094078', 'longitude': '-87.71271300000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,H009,,972.6869444444444
108947,SR23-01830811,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-22 10:53:47,2023-10-22T11:31:45.000,2023-10-22 10:53:48,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,29,24,1,10,1014,15,10,1,10,1151246.568631906,1891707.863086454,41.858739001,-87.7203135,"{'latitude': '41.858739000940396', 'longitude': '-87.72031350000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,G026,,0.0002777777777777778
190981,SR23-01932357,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Internet,2023-11-07 09:29:19,2023-11-08T10:42:35.000,2023-11-08 10:42:35,4700 S ARCHER AVE,Chicago,Illinois,60632,4700,S,ARCHER,AVE,False,False,57,14,2,08,0821,27,9,3,11,1153020.845250691,1873237.903051066,41.808020118,-87.714289269,"{'latitude': '41.80802011770277', 'longitude': '-87.7142892694469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,G032,,25.22111111111111
90588,SR23-01804007,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-18 14:39:16,2023-10-18T15:31:05.000,2023-10-18 14:39:16,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,21,35,1,14,1411,5,14,4,10,1159580.976298211,1918574.508631875,41.932296001,-87.68898,"{'latitude': '41.93229600094064', 'longitude': '-87.68898000000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,J015,,0.0
102631,SR23-01823611,Vehicle Parked in Bike Lane Complaint,VBL,Finance,Completed,Mobile Device,2023-10-20 15:46:26,2023-10-20T15:46:28.000,2023-10-20 15:46:26,250 W 75TH ST,,,60621,250,W,75TH,ST,False,False,69,6,2,06,0623,17,15,6,10,1175771.995715299,1855234.246909528,41.758136173,-87.631382991,"{'latitude': '41.75813617326139', 'longitude': '-87.63138299136673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,P040,,0.0
27301,SR23-01721487,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-06 01:39:37,2023-10-06T02:30:39.000,2023-10-06 01:39:38,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,1,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
167388,SR23-01903555,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-02 11:42:03,2023-11-02T12:30:43.000,2023-11-02 11:42:03,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,5,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
124247,SR23-01849540,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-25 08:25:39,2023-10-25T08:32:17.000,2023-10-25 08:25:40,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
